"heading","guestCapacity","startingPrice","address","city","state","phoneNumber","emailAddresses","websiteLink","facebookLink","instagramLink","pinterestLink","knotPageLink","category","location"
"Montauk Lake Club and Marina","300+","n/a","N/A","N/A","N/A","+1(631) 668-5705","Info@montauklakeclub.com","http://www.montauklakeclub.com","http://www.facebook.com/pages/Montauk-Lake-Club-Marina/104901582885904","N/A","N/A","https://www.theknot.com/marketplace/montauk-lake-club-and-marina-montauk-ny-540985","wedding-reception-venues","New York, NY"
"Soho Loft Venue at The Farm Soho","Up to 50","n/a","N/A","N/A","N/A","+1(917) 722-5027","info@thefarmsoho.com","https://www.thefarmsoho.com/event-venues/the-farm-soho/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/thefarmsoho/","http://www.instagram.com/thefarmsoho","N/A","https://www.theknot.com/marketplace/soho-loft-venue-at-the-farm-soho-new-york-ny-2087177","wedding-reception-venues","New York, NY"
"The Malt House FiDi","300+","n/a","N/A","N/A","N/A","+1(646) 682-7577","N/A","N/A","https://www.facebook.com/TheMaltHouseFidi","http://www.instagram.com/themalthousefidi","N/A","https://www.theknot.com/marketplace/the-malt-house-fidi-new-york-ny-2074951","wedding-reception-venues","New York, NY"
"Nomad Event Space","Up to 100","n/a","N/A","N/A","N/A","+119176333499","events@thefarmsoho.com","https://www.thefarmsoho.com/event-venues/new-york-nomad-rooftop-venue/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","N/A","N/A","N/A","https://www.theknot.com/marketplace/nomad-event-space-new-york-ny-2087178","wedding-reception-venues","New York, NY"
"La Vibra NYC","Up to 150","n/a","N/A","N/A","N/A","+117187721861","info@lavibranyc.com","https://lavibranyc.com/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","N/A","http://www.instagram.com/lavibranyc","N/A","https://www.theknot.com/marketplace/la-vibra-nyc-new-york-ny-2081639","wedding-reception-venues","New York, NY"
"Chef’s Dinner Table NYC","Up to 50","n/a","N/A","N/A","N/A","+115129222433","julie@chefsdinnertablenyc.com","https://www.chefsdinnertablenyc.com/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/chefsdinnertablenyc/","N/A","N/A","https://www.theknot.com/marketplace/chefs-dinner-table-nyc-new-york-ny-2088411","wedding-reception-venues","New York, NY"
"Pendry Manhattan West","Up to 100","n/a","N/A","N/A","N/A","+1(212) 933-7000","kate.loschiavo@pendry.com","https://www.pendry.com/manhattan-west/","https://www.facebook.com/PendryManhattanWest/","http://www.instagram.com/https://www.instagram.com/pendrymanhattanwest/","N/A","https://www.theknot.com/marketplace/pendry-manhattan-west-new-york-ny-2082466","wedding-reception-venues","New York, NY"
"Mezcali","Up to 200","n/a","N/A","N/A","N/A","+1(917) 409-5881","info@mezcalinyc.com","https://www.mezcalinyc.com/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","N/A","http://www.instagram.com/MEZCALIFIDI","N/A","https://www.theknot.com/marketplace/mezcali-new-york-ny-2081019","wedding-reception-venues","New York, NY"
"160 Central Park West","300+","n/a","N/A","N/A","N/A","+112034918353","location9140@knotleads.tripleseat.com","https://www.160centralparkwest.com/","N/A","N/A","N/A","https://www.theknot.com/marketplace/160-central-park-west-new-york-ny-2079270","wedding-reception-venues","New York, NY"
"HK Hall","N/A","n/a","N/A","N/A","N/A","+1(212) 957-1800","greg@hkhall.com","https://stage48.com/","N/A","N/A","N/A","https://www.theknot.com/marketplace/hk-hall-new-york-ny-2047914","wedding-reception-venues","New York, NY"
"Van Cortlandt Golf Lake House","Up to 150","n/a","N/A","N/A","N/A","+1(718) 543-4595,3","vancortlandtlakehouse@gmail.com","http://vancortlandtlakehouse.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","http://www.facebook.com/thelakehousenyc","http://www.instagram.com/vancortlandt_lakehouse","N/A","https://www.theknot.com/marketplace/van-cortlandt-golf-lake-house-bronx-ny-961702","wedding-reception-venues","New York, NY"
"Tasca Restaurant","N/A","n/a","N/A","N/A","N/A","+1+12123622211","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/tasca-restaurant-new-york-ny-2079145","wedding-reception-venues","New York, NY"
"RGNY","Up to 200","n/a","N/A","N/A","N/A","+1(631) 298-0075,102","events@rgnywine.com","http://rgnywine.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/rgnywine/","http://www.instagram.com/rgnywine","N/A","https://www.theknot.com/marketplace/rgny-riverhead-ny-428454","wedding-reception-venues","New York, NY"
"Pauls on Times Square","Up to 100","n/a","N/A","N/A","N/A","+1(212) 204-7246","dinorexhaj@gmail.com","https://www.paulson42.com/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/paulsontimessquare/","http://www.instagram.com/https://www.instagram.com/dinoredzic/","N/A","https://www.theknot.com/marketplace/pauls-on-times-square-new-york-ny-2081432","wedding-reception-venues","New York, NY"
"NYC Water Cruises","Up to 150","n/a","N/A","N/A","N/A","+1(800) 273-5124","giovanni@nycwatercruises.com","https://nycwatercruises.com/","https://www.facebook.com/louisaoftheseas/","http://www.instagram.com/https://www.instagram.com/louisaoftheseas","N/A","https://www.theknot.com/marketplace/nyc-water-cruises-new-york-ny-2077089","wedding-reception-venues","New York, NY"
"Hard Rock Hotel New York","300+","n/a","N/A","N/A","N/A","+1(646) 984-4850","desiree.gambrell@hrhnewyork.com","https://www.hardrockhotels.com/new-york/?utm_campaign=hri%20%7C%20hotel%20%7C%20new-york%20%7C%20listings&utm_medium=referral&utm_source=theknot&utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/HardRockHotelNewYork/","http://www.instagram.com/https://www.instagram.com/hardrockhotelnyc/","N/A","https://www.theknot.com/marketplace/hard-rock-hotel-new-york-new-york-ny-2072355","wedding-reception-venues","New York, NY"
"Yacht Events LLC.","300+","n/a","N/A","N/A","N/A","+1(646) 801-2628","steven@worldyachtevents.com","http://www.worldyachtevents.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","N/A","N/A","N/A","https://www.theknot.com/marketplace/yacht-events-llc-new-york-ny-2066605","wedding-reception-venues","New York, NY"
"The Mezzanine By Liberty Church NYC","Up to 300","n/a","N/A","N/A","N/A","+112122598221","hello@themezzaninenyc.com","https://www.themezzaninenyc.com/","N/A","http://www.instagram.com/Mezzbylibnyc","N/A","https://www.theknot.com/marketplace/the-mezzanine-by-liberty-church-nyc-new-york-ny-2084348","wedding-reception-venues","New York, NY"
"MyMoon Restaurant + Venue","Up to 150","n/a","N/A","N/A","N/A","+1(718) 599-7007","weddings@mymoonnyc.com","http://www.mymoonnyc.com/#!wedding/c192n?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","N/A","http://www.instagram.com/mymoonnyc/","http://www.pinterest.com/mymoonnyc","https://www.theknot.com/marketplace/mymoon-restaurant-+-venue-brooklyn-ny-265389","wedding-reception-venues","New York, NY"
"Lake Mohawk Country Club","Up to 200","n/a","N/A","N/A","N/A","+1(973) 729-6156,116","weddings@lakemohawkcountryclub.com","https://www.lakemohawkcc.com/weddings?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/LMCCweddings","http://www.instagram.com/lakemohawkcountryclubweddings","http://www.pinterest.com/LakeMohawkCC","https://www.theknot.com/marketplace/lake-mohawk-country-club-sparta-nj-335547","wedding-reception-venues","New York, NY"
"Sound Originals Photo & Video","N/A","n/a","N/A","N/A","N/A","+1(844) 709-1195","dan@soundoriginals.com","http://www.soundoriginals.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","N/A","http://www.instagram.com/sound.originals","N/A","https://www.theknot.com/marketplace/sound-originals-photo-and-video-seattle-wa-1088212","wedding-photographers","New York, NY"
"Dreamlife Wedding Photo & Video","N/A","n/a","N/A","N/A","N/A","+1(917) 388-2835","newyork@dreamlifeweddings.com","http://www.dreamlifewedding.com","https://www.facebook.com/dreamlifeweddingsusa","http://www.instagram.com/dreamlifeweddingsusa","N/A","https://www.theknot.com/marketplace/dreamlife-wedding-photo-and-video-new-york-ny-841255","wedding-photographers","New York, NY"
"Emma Cleary Photo & Video","N/A","n/a","N/A","N/A","N/A","+1(646) 662-7241","emma@emmacleary.com","http://www.emmacleary.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","http://www.facebook.com/home.php?#!/pages/wedding-photography-by-emma-cleary/165223020201782","http://www.instagram.com/emmaclearyphotography","N/A","https://www.theknot.com/marketplace/emma-cleary-photo-and-video-new-york-ny-420007","wedding-photographers","New York, NY"
"George Street Photo & Video","N/A","n/a","N/A","N/A","N/A","+1(866) 831-4103","info@georgestreetphoto.com","https://www.georgestreetphoto.com/wedding-photographer/new-york?utm_source=Knot&utm_medium=Storefront&utm_content=Market+Page&utm_campaign=NYC-Manhattan&utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/pages/george-street-photo-video/56756024359#!/pages/george-street-photo-video/56756024359","http://www.instagram.com/georgestreetphoto","http://www.pinterest.com/georgestreetpv","https://www.theknot.com/marketplace/george-street-photo-and-video-new-york-ny-607697","wedding-photographers","New York, NY"
"Symboll® New York / Photo & Video","N/A","n/a","N/A","N/A","N/A","+113233480042","hello@symboll.com","https://symboll.com/?utm_source=nyctheknot&utm_medium=website&utm_campaign=photo&utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","N/A","http://www.instagram.com/symboll","N/A","https://www.theknot.com/marketplace/symboll®-new-york-photo-and-video-new-york-ny-2089446","wedding-photographers","New York, NY"
"JAYLIM STUDIO","N/A","n/a","N/A","N/A","N/A","+1(516) 333-0769","info@jaylimstudio.com","https://jaylimstudio.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/JAYLIMSTUDIO/","http://www.instagram.com/jaylimstudio","http://www.pinterest.com/jaylimstudio","https://www.theknot.com/marketplace/jaylim-studio-westbury-ny-440286","wedding-photographers","New York, NY"
"Eivan's Photo & Video","N/A","n/a","N/A","N/A","N/A","+1(708) 263-4349","nationwide@eivans.com","https://www.eivans.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/eivansinc","http://www.instagram.com/eivans_inc","http://www.pinterest.com/eivans","https://www.theknot.com/marketplace/eivans-photo-and-video-manhattan-ny-892115","wedding-photographers","New York, NY"
"Shutter & Sound | Photo & Video","N/A","n/a","N/A","N/A","N/A","+1(800) 841-3990","hello@shutterandsound.com","https://shutterandsound.com/new-york-city-photography/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","N/A","http://www.instagram.com/shutterandsound","N/A","https://www.theknot.com/marketplace/shutter-and-sound-|-photo-and-video-manhattan-ny-2084071","wedding-photographers","New York, NY"
"Lily & Lime","N/A","n/a","N/A","N/A","N/A","+1(866) 888-5377","info@lilyandlime.com","https://www.lilyandlime.com/?utm_source=Knot&utm_medium=Storefront&utm_campaign=NY-Manhattan&utm_content=Weddings+Homepage&utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","http://www.facebook.com/lilyandlimephoto","http://www.instagram.com/lilyandlimephoto","http://www.pinterest.com/lilylimephoto","https://www.theknot.com/marketplace/lily-and-lime-new-york-ny-989039","wedding-photographers","New York, NY"
"Adam King Weddings | Photography & Videography","N/A","n/a","N/A","N/A","N/A","+1(321) 480-9588","adamkingluxphotos@gmail.com","http://www.adamkingweddings.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","http://www.instagram.com/AdamKingWeddings","http://www.instagram.com/AdamKingWeddings","N/A","https://www.theknot.com/marketplace/adam-king-weddings-|-photography-and-videography-orlando-fl-970905","wedding-photographers","New York, NY"
"Leather & Feathers Wedding Films & Photography","N/A","n/a","N/A","N/A","N/A","+1(917) 945-0413","biliana.grozdanova@gmail.com","https://www.leatherandfeathers.com/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","N/A","http://www.instagram.com/lfweddings","N/A","https://www.theknot.com/marketplace/leather-and-feathers-wedding-films-and-photography-brooklyn-ny-1085246","wedding-photographers","New York, NY"
"Blacktie Brothers","N/A","n/a","N/A","N/A","N/A","+1(917) 536-0844","celebrate@blacktiebrothers.com, ncelebrate@blacktiebrothers.com","http://blacktiebrothers.com","https://www.facebook.com/blacktiebrothers/","http://www.instagram.com/https://www.instagram.com/blacktiebrothers/","N/A","https://www.theknot.com/marketplace/blacktie-brothers-binghamton-ny-2063643","wedding-photographers","New York, NY"
"Justin McCallum Photography","N/A","n/a","N/A","N/A","N/A","+1(207) 318-8017","justin@justinmccallum.com","http://www.justinmccallum.com/contact?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/justinmccallumphotography","http://www.instagram.com/justinmccallumphoto","N/A","https://www.theknot.com/marketplace/justin-mccallum-photography-new-york-ny-892042","wedding-photographers","New York, NY"
"Melo Photo + Video","N/A","n/a","N/A","N/A","N/A","+1(866) 863-5678","hello@melophotoandvideo.com","https://melophotoandvideo.com/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","N/A","N/A","N/A","https://www.theknot.com/marketplace/melo-photo-+-video-manhattan-ny-2044216","wedding-photographers","New York, NY"
"William Thomas Photography","N/A","n/a","N/A","N/A","N/A","+1(631) 902-5321","hello@williamthomasphoto.com","http://www.williamthomasphoto.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","http://www.facebook.com/williamthomasphoto","N/A","N/A","https://www.theknot.com/marketplace/william-thomas-photography-brooklyn-ny-628926","wedding-photographers","New York, NY"
"Wedding Photo NYC","N/A","n/a","N/A","N/A","N/A","+119296567070","weddingphotonyc@gmail.com","http://book.usesession.com/i/uSyq87ppQr?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","N/A","http://www.instagram.com/wedding_photo_nyc","http://www.pinterest.com/wedding_photo_nyc","https://www.theknot.com/marketplace/wedding-photo-nyc-brooklyn-ny-2087372","wedding-photographers","New York, NY"
"Steven Rosen Photography","N/A","n/a","N/A","N/A","N/A","+1(718) 625-7076","steven@stevenrosenphotography.com","http://www.stevenrosenphotography.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","http://www.facebook.com/stevenrosenphotography","http://www.instagram.com/stevenrosenphoto","N/A","https://www.theknot.com/marketplace/steven-rosen-photography-new-york-ny-961529","wedding-photographers","New York, NY"
"Amy Rizzuto Photography","N/A","n/a","N/A","N/A","N/A","+1(276) 690-5343","amy@amyrizzutophotography.com, rosenstein.lauren@gmail.com","http://www.amyrizzutophotography.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","http://www.facebook.com/amyrizzutophotography","http://www.instagram.com/amyrizzutophotography","N/A","https://www.theknot.com/marketplace/amy-rizzuto-photography-madison-nj-440710","wedding-photographers","New York, NY"
"Okpor Leonard Photography","N/A","n/a","N/A","N/A","N/A","+1(929) 406-8280","okporleo@live.com","https://www.leonardokporweddings.com","https://www.facebook.com/okporleonardphotography","http://www.instagram.com/mindsetter_","http://www.pinterest.com/leonardokpor","https://www.theknot.com/marketplace/okpor-leonard-photography-brooklyn-ny-2049481","wedding-photographers","New York, NY"
"Elizabeth Solaka Photography","N/A","n/a","N/A","N/A","N/A","+1(413) 262-1306","esolaka@gmail.com","http://www.elizabethsolaka.com","N/A","http://www.instagram.com/solaka_photo","N/A","https://www.theknot.com/marketplace/elizabeth-solaka-photography-new-york-ny-639799","wedding-photographers","New York, NY"
"ein photography and design","N/A","n/a","N/A","N/A","N/A","+1(646) 838-0033","info@einphoto.com","http://www.einphoto.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","http://www.facebook.com/einphoto","http://www.instagram.com/https://www.instagram.com/einphotography/","N/A","https://www.theknot.com/marketplace/ein-photography-and-design-new-york-ny-492612","wedding-photographers","New York, NY"
"Bryan Sargent Photography","N/A","n/a","N/A","N/A","N/A","+1(718) 496-5118","bryansargent@gmail.com","http://www.bryansargentphotography.com/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","http://www.facebook.com/bryansargentphotography","http://www.instagram.com/bryansargent","N/A","https://www.theknot.com/marketplace/bryan-sargent-photography-new-york-ny-639739","wedding-photographers","New York, NY"
"Photography & Cinematic Video by PSPi Studios","N/A","n/a","N/A","N/A","N/A","+1(646) 867-8668","info@pavelshpakphotography.com","https://pspistudios.com/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","N/A","http://www.instagram.com/pavelshpakphoto/","N/A","https://www.theknot.com/marketplace/photography-and-cinematic-video-by-pspi-studios-new-york-ny-554743","wedding-photographers","New York, NY"
"The Indi Collective","N/A","n/a","N/A","N/A","N/A","+1","hello@theindicollective.com","https://theindicollective.com/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","N/A","http://www.instagram.com/bylodixon","http://www.pinterest.com/bylodixon","https://www.theknot.com/marketplace/the-indi-collective-miami-fl-1089092","wedding-photographers","New York, NY"
"Yun Li Photography","N/A","n/a","N/A","N/A","N/A","+1(516) 860-2712","yunliphotography@gmail.com","http://www.yunliphotography.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/yunliphoto/","http://www.instagram.com/yunliphotography","N/A","https://www.theknot.com/marketplace/yun-li-photography-setauket-ny-1067945","wedding-photographers","New York, NY"
"Adam Ciccarino Photography","N/A","n/a","N/A","N/A","N/A","+1(646) 801-0237","hello@adamciccarino.com","http://www.adamciccarino.com/","https://www.facebook.com/adamciccarino/","http://www.instagram.com/adamciccarinophoto","N/A","https://www.theknot.com/marketplace/adam-ciccarino-photography-glen-aubrey-ny-1022273","wedding-photographers","New York, NY"
"Asher Gardner Photography","N/A","n/a","N/A","N/A","N/A","+1(760) 985-2421","asher@ashergardner.com","http://www.ashergardner.com/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/ashergardnerphotography","http://www.instagram.com/ashergardner_","N/A","https://www.theknot.com/marketplace/asher-gardner-photography-new-york-ny-991253","wedding-photographers","New York, NY"
"Lucia Vaccaro Photography","N/A","n/a","N/A","N/A","N/A","+1(347) 799-3041","hello@luciavaccaro.com","https://www.luciavaccaro.com/","http://www.facebook.com/luciavaccaroph","http://www.instagram.com/shootsnyc","http://www.pinterest.com/luciavaccaroarmas","https://www.theknot.com/marketplace/lucia-vaccaro-photography-brooklyn-ny-2063635","wedding-photographers","New York, NY"
"Danielle Simone & Co.","N/A","n/a","N/A","N/A","N/A","+1(920) 858-8237","danielle_simone@me.com","http://www.daniellesimoneco.com","http://www.facebook.com/daniellesimoneco","http://www.instagram.com/daniellesimone.co","N/A","https://www.theknot.com/marketplace/danielle-simone-and-co-new-york-ny-973064","wedding-photographers","New York, NY"
"Afrik Armando LLC","N/A","n/a","N/A","N/A","N/A","+1(215) 920-5498","armandoafrik@gmail.com","https://afrikarmando.com/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","N/A","http://www.instagram.com/https://www.instagram.com/afrikarmando/","N/A","https://www.theknot.com/marketplace/afrik-armando-llc-philadelphia-pa-2013213","wedding-photographers","New York, NY"
"Resonance Vision","N/A","n/a","N/A","N/A","N/A","+1(718) 839-0069","resonancevisionllc@gmail.com","http://www.resonancevision.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/resonancevision","N/A","N/A","https://www.theknot.com/marketplace/resonance-vision-north-brunswick-nj-810501","wedding-photographers","New York, NY"
"CHRISTINE KEELEY STUDIOS","N/A","n/a","N/A","N/A","N/A","+1(646) 988-5659","info@christinekeeley.com","https://www.christinekeeleyweddings.com","https://www.facebook.com/ChristineMarieKeeley/","http://www.instagram.com/https://www.instagram.com/christinekeeleystudios","N/A","https://www.theknot.com/marketplace/christine-keeley-studios-new-york-ny-2084921","wedding-photographers","New York, NY"
"Le Image, Inc.","N/A","n/a","N/A","N/A","N/A","+1(718) 971-9710","info@leimageinc.com","http://www.leimageinc.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","http://www.facebook.com/leimageinc","http://www.instagram.com/https://www.instagram.com/le.image.events/","N/A","https://www.theknot.com/marketplace/le-image-inc-brooklyn-ny-371872","wedding-photographers","New York, NY"
"Lightwave Event Artists","N/A","n/a","N/A","N/A","N/A","+1(732) 763-1981","info@silverarrowband.com","https://www.lightwave-artists.com/?utm_medium=directory&utm_source=the_knot&utm_campaign=pv_profile&utm_content=sab&utm_term=&a=&n=135&link_creation_date=2023-01-04&c=&b=PerMonth&lang=&utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/lightwaveartists/","http://www.instagram.com/lightwaveartists","http://www.pinterest.com/lightwaveartists","https://www.theknot.com/marketplace/lightwave-event-artists-new-york-ny-2031914","wedding-photographers","New York, NY"
"Mariana Soto Photography","N/A","n/a","N/A","N/A","N/A","+1","info@marianasotophotography.com","http://www.marianasotophotography.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/marianasotophotography/","http://www.instagram.com/https://www.instagram.com/marianasotophotography/","N/A","https://www.theknot.com/marketplace/mariana-soto-photography-new-york-ny-2050170","wedding-photographers","New York, NY"
"Natalie + Kate Studio","N/A","n/a","N/A","N/A","N/A","+1(862) 702-9595","natali.kate.2021@gmail.com","https://natali-kate.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","N/A","http://www.instagram.com/natali.and.kate","N/A","https://www.theknot.com/marketplace/natalie-+-kate-studio-nyc-and-new-jersey-ny-2063678","wedding-photographers","New York, NY"
"Sarah Bode-Clark Photography","N/A","n/a","N/A","N/A","N/A","+1(316) 619-2447","sarahbodeclark@gmail.com","http://www.sarahbodeclarkphoto.com/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/sarahbodeclarkphoto/","http://www.instagram.com/sarahbodeclark","N/A","https://www.theknot.com/marketplace/sarah-bodeclark-photography-brooklyn-ny-820571","wedding-photographers","New York, NY"
"NKPHOTOS","N/A","n/a","N/A","N/A","N/A","+115163044824","gazebyguni@gmail.com","https://www.instagram.com/gazebyguni?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","N/A","http://www.instagram.com/gazebyguni","N/A","https://www.theknot.com/marketplace/nkphotos-east-meadow-ny-2082227","wedding-photographers","New York, NY"
"Yours Truly Media Photo & Video - Hall of Fame Winner","N/A","n/a","N/A","N/A","N/A","+1(949) 342-4476","hello@yourstrulymedia.com","http://www.yourstrulymedia.com/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/yourstrulyvideography","http://www.instagram.com/yourstrulymedia","http://www.pinterest.com/yourstrulym0202","https://www.theknot.com/marketplace/yours-truly-media-photo-and-video-hall-of-fame-winner-new-york-ny-2026528","wedding-photographers","New York, NY"
"Amber Galindo Photography","N/A","n/a","N/A","N/A","N/A","+1(000) 000-0000","photographybyagalindo@gmail.com","https://agalindophotography.mypixieset.com/","N/A","http://www.instagram.com/a.photojourney","N/A","https://www.theknot.com/marketplace/amber-galindo-photography-astoria-ny-2086879","wedding-photographers","New York, NY"
"Necker Dorlice Studios LLC","N/A","n/a","N/A","N/A","N/A","+116468747971","contact@neckerdorlicestudios.com","http://neckerdorlicestudios.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","http://Shotbynecker","http://www.instagram.com/Shotbynecker","N/A","https://www.theknot.com/marketplace/necker-dorlice-studios-llc-brooklyn-ny-2086462","wedding-photographers","New York, NY"
"Bonnie Gillis Photography","N/A","n/a","N/A","N/A","N/A","+1","hello@bonniegillisphotography.com","http://bonniegillisphotography.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","N/A","http://www.instagram.com/https://www.instagram.com/bonniegillisphotography","http://www.pinterest.com/https://www.pinterest.com/bonniegillis/","https://www.theknot.com/marketplace/bonnie-gillis-photography-new-york-ny-2083080","wedding-photographers","New York, NY"
"Audrey Risko Photography","N/A","n/a","N/A","N/A","N/A","+1(917) 968-7860","audreyriskophoto@gmail.com","https://www.instagram.com/audreyriskophotography?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","N/A","http://www.instagram.com/audreyriskophotography","N/A","https://www.theknot.com/marketplace/audrey-risko-photography-new-york-ny-2086513","wedding-photographers","New York, NY"
"Drea Dreams","N/A","n/a","N/A","N/A","N/A","+1","dreamendez@dreadreams.com","https://www.dreadreams.com","https://www.facebook.com/profile.php?id=61555623626509&mibextid=LQQJ4d","http://www.instagram.com/dreadreamsphoto","N/A","https://www.theknot.com/marketplace/drea-dreams-manhattan-ny-2081298","wedding-photographers","New York, NY"
"MAX DAWSON Studio","N/A","n/a","N/A","N/A","N/A","+1(646) 245-0087","sushma.dwivedi@gmail.com, maxdawsonstudio@gmail.com","http://davidawson.com","N/A","N/A","N/A","https://www.theknot.com/marketplace/max-dawson-studio-white-plains-ny-2077161","wedding-photographers","New York, NY"
"IOANA STAVAR MOMENTS LLC","N/A","n/a","N/A","N/A","N/A","+119174009452","contact@ioanastavar.com","https://www.ioanastavar.com/#about-section?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","N/A","http://www.instagram.com/stavarioana","N/A","https://www.theknot.com/marketplace/ioana-stavar-moments-llc-astoria-ny-2088065","wedding-photographers","New York, NY"
"Photos by Angelita","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/photos-by-angelita-new-york-ny-967749","wedding-photographers","New York, NY"
"Trent Bailey Photography","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/trent-bailey-photography-new-york-ny-336230","wedding-photographers","New York, NY"
"Tatiana Villamil","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/tatiana-villamil-new-york-ny-2039763","wedding-photographers","New York, NY"
"MILANO Films","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/milano-films-mount-kisco-westchester-ny-2034591","wedding-photographers","New York, NY"
"Meredith Morris Photography LLC","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/meredith-morris-photography-llc-new-york-ny-2063482","wedding-photographers","New York, NY"
"Jami Saunders Photography","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/jami-saunders-photography-new-york-ny-279545","wedding-photographers","New York, NY"
"Lisa Hancock Weddings","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/lisa-hancock-weddings-new-york-ny-550102","wedding-photographers","New York, NY"
"Alex Pedan Photography","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/alex-pedan-photography-woodridge-nj-2028242","wedding-photographers","New York, NY"
"Mariah Bucù Photography","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/mariah-bucu-photography-manhattan-ny-1047409","wedding-photographers","New York, NY"
"Anne + Bex Photography","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/anne-+-bex-photography-new-york-ny-2021866","wedding-photographers","New York, NY"
"Melanie Wesslock Photography","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/melanie-wesslock-photography-new-york-ny-275727","wedding-photographers","New York, NY"
"5th And Bleecker","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/5th-and-bleecker-new-york-ny-2082810","wedding-photographers","New York, NY"
