"heading","guestCapacity","startingPrice","address","city","state","phoneNumber","emailAddresses","websiteLink","facebookLink","instagramLink","pinterestLink","knotPageLink","category","location"
"Osteria","Up to 150","n/a","N/A","N/A","N/A","+1(215) 910-4738","osteriaevents@amicihospitality.com.Fiona, osteriaevents@amicihospitality.com","http://osteriaphilly.com/","https://www.facebook.com/OsteriaPhiladelphia/","http://www.instagram.com/osteriaphilly","http://www.pinterest.com/https://www.pinterest.com/OsteriaPhiladelphia/","https://www.theknot.com/marketplace/osteria-philadelphia-pa-2061973","wedding-reception-venues","Chester, PA"
"The Washington at Historic Yellow Springs","Up to 150","n/a","N/A","N/A","N/A","+1(610) 827-7414,15","washingtonvenue@yellowsprings.org","https://yellowsprings.org/venue/washington.html?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","http://www.facebook.com/historicyellowsprings","http://www.instagram.com/thewashingtonhys","N/A","https://www.theknot.com/marketplace/the-washington-at-historic-yellow-springs-chester-springs-pa-435038","wedding-reception-venues","Chester, PA"
"The Sapphire Grand - Deptford","300+","n/a","N/A","N/A","N/A","+1(856) 227-3800","jaimeauletto@auletto.com","https://deptford.thesapphiregrand.com/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","http://www.facebook.com/sapphiregranddeptford","http://www.instagram.com/sapphiregranddeptford","N/A","https://www.theknot.com/marketplace/the-sapphire-grand-deptford-deptford-nj-223177","wedding-reception-venues","Chester, PA"
"The College of Physicians","300+","n/a","N/A","N/A","N/A","+1(267) 457-2246","ginger@cbdevents.com","http://www.eventsatcpp.org?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/cbdevents","http://www.instagram.com/@cateringbydesignevents","N/A","https://www.theknot.com/marketplace/the-college-of-physicians-philadelphia-pa-339947","wedding-reception-venues","Chester, PA"
"Appleford","Up to 200","n/a","N/A","N/A","N/A","+1(610) 527-4280","info@applefordestate.com.Read, applefordestate@me.com, info@applefordestate.com, social@applefordestate.com","http://www.applefordestate.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","http://www.facebook.com/pages/Appleford-Premiere-Philadelphia-Area-Wedding-Venue/363600946600","http://www.instagram.com/applefordestate","http://www.pinterest.com/social@applefordestate.com","https://www.theknot.com/marketplace/appleford-villanova-pa-294663","wedding-reception-venues","Chester, PA"
"Terrain at Styer's","Up to 150","n/a","N/A","N/A","N/A","+1(610) 459-6035,1","styersevents@terrainevents.com","http://www.terrainevents.com","https://www.facebook.com/terrainevents1/","http://www.instagram.com/terrain_events","http://www.pinterest.com/terrainevents","https://www.theknot.com/marketplace/terrain-at-styers-glen-mills-pa-2021163","wedding-reception-venues","Chester, PA"
"Ballroom at the Ben","300+","n/a","N/A","N/A","N/A","+1(215) 627-5100","brooke@finleycatering.com","http://finleycatering.com/ballroom-at-the-ben/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/finleycatering/","http://www.instagram.com/finleycatering","N/A","https://www.theknot.com/marketplace/ballroom-at-the-ben-philadelphia-pa-1038373","wedding-reception-venues","Chester, PA"
"Fonthill Castle","Up to 250","n/a","N/A","N/A","N/A","+1(267) 486-5005","CRMPipexFonthill@jamcater.com","https://jamcater.com/venues/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/fonthillcastleweddings/","http://www.instagram.com/fonthillcastleweddings","N/A","https://www.theknot.com/marketplace/fonthill-castle-doylestown-pa-2017873","wedding-reception-venues","Chester, PA"
"Triple Bottom Brewing","Up to 150","n/a","N/A","N/A","N/A","+1(619) 890-9416","events@triplebottombrewing.com","https://triplebottombrewing.com/events","https://www.facebook.com/triplebottombrewing","http://www.instagram.com/triplebottombrewing","N/A","https://www.theknot.com/marketplace/triple-bottom-brewing-philadelphia-pa-2083272","wedding-reception-venues","Chester, PA"
"Hilltop House","Up to 150","n/a","N/A","N/A","N/A","+1(610) 341-3928","ddiehl@perfectsettingcatering.com","http://www.hilltopdevon.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/Hilltop-House-173750069385397/","http://www.instagram.com/hilltophousedevon","N/A","https://www.theknot.com/marketplace/hilltop-house-devon-pa-542786","wedding-reception-venues","Chester, PA"
"The Stotesbury Mansion","Up to 150","n/a","N/A","N/A","N/A","+1(215) 567-2910","Doug@feastivitiesevents.com","http://thestotesburymansion.com/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/stotesburymansion","N/A","N/A","https://www.theknot.com/marketplace/the-stotesbury-mansion-philadelphia-pa-333448","wedding-reception-venues","Chester, PA"
"Terrain Gardens at DelVal","Up to 150","n/a","N/A","N/A","N/A","+1(267) 289-3639","delvalevents@terrainevents.com","http://www.terrainevents.com/","https://www.facebook.com/terraingardensdelval/","http://www.instagram.com/terrain_events","N/A","https://www.theknot.com/marketplace/terrain-gardens-at-delval-doylestown-pa-2060456","wedding-reception-venues","Chester, PA"
"The Morris House","Up to 100","n/a","N/A","N/A","N/A","+1(215) 922-2446","aison@eventsbyafg.com","http://morrishousehotel.com","N/A","N/A","N/A","https://www.theknot.com/marketplace/the-morris-house-philadelphia-pa-866388","wedding-reception-venues","Chester, PA"
"The Liberty View","Up to 150","n/a","N/A","N/A","N/A","+1(215) 925-6101,6125","amanda.paone@oakviewgroup.com","http://thelibertyview.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/thelibertyview/","http://www.instagram.com/thelibertyview","N/A","https://www.theknot.com/marketplace/the-liberty-view-philadelphia-pa-230396","wedding-reception-venues","Chester, PA"
"Radnor Valley Country Club","Up to 300","n/a","N/A","N/A","N/A","+1(484) 654-2715","dmills@radnorvalleycc.com","http://www.radnorvalleycc.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/rvcc555/","http://www.instagram.com/https://www.instagram.com/radnorvalleycc/","http://www.pinterest.com/https://www.pinterest.com/radnorvalleycc/","https://www.theknot.com/marketplace/radnor-valley-country-club-villanova-pa-219238","wedding-reception-venues","Chester, PA"
"PAFA - the Pennsylvania Academy of the Fine Arts","Up to 250","n/a","N/A","N/A","N/A","+1","tina.disciulloacker@constellationculinary.com","https://www.pafa.org/rentals?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","N/A","http://www.instagram.com/pafa_weddings","http://www.pinterest.com/Events at the Pennsylvania Academy of the Fine Arts","https://www.theknot.com/marketplace/pafa-the-pennsylvania-academy-of-the-fine-arts-philadelphia-pa-848000","wedding-reception-venues","Chester, PA"
"Historic Hotel Bethlehem","Up to 250","n/a","N/A","N/A","N/A","+1(866) 869-6905","dwithrow@hotelbethlehem.com","https://www.hotelbethlehem.com/bethlehem-weddings/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/pages/historic-hotel-bethlehem/55428184478","http://www.instagram.com/hotelbethlehemweddings","http://www.pinterest.com/Historic Hotel Bethlehem","https://www.theknot.com/marketplace/historic-hotel-bethlehem-bethlehem-pa-291720","wedding-reception-venues","Chester, PA"
"The Barn at Stoneybrooke","Up to 200","n/a","N/A","N/A","N/A","+1(717) 629-5826","jenn@thebarnatstoneybrooke.com","http://www.thebarnatstoneybrooke.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/thebarnatstoneybrooke/","http://www.instagram.com/thebarnatstoneybrooke/","N/A","https://www.theknot.com/marketplace/the-barn-at-stoneybrooke-atglen-pa-1022139","wedding-reception-venues","Chester, PA"
"Terrain Gardens","Up to 150","n/a","N/A","N/A","N/A","+1(610) 590-4724","devonprivateevents@urbanout.com","http://www.terrainevents.com","https://www.facebook.com/TerrainGardensDevon/","http://www.instagram.com/terrain_events","http://www.pinterest.com/terrainevents","https://www.theknot.com/marketplace/terrain-gardens-devon|-pa-1058731","wedding-reception-venues","Chester, PA"
"Star|Bolt","Up to 300","n/a","N/A","N/A","N/A","+112677585955","felicia@tvsphilly.com","https://www.starboltphilly.com/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","N/A","http://www.instagram.com/starboltphilly","N/A","https://www.theknot.com/marketplace/star|bolt-philadelphia-pa-2088441","wedding-reception-venues","Chester, PA"
"Merion Tribute House","Up to 200","n/a","N/A","N/A","N/A","+1(610) 664-1267","Steven@serockcatering.com","http://www.tributehouse.com","https://www.facebook.com/meriontributehouse","http://www.instagram.com/meriontributehouse","N/A","https://www.theknot.com/marketplace/merion-tribute-house-merion-station-pa-877941","wedding-reception-venues","Chester, PA"
"Fox Barn at Twenty9","Up to 200","n/a","N/A","N/A","N/A","+1(484) 557-7567","info@foxbarnattwenty9.com","http://www.foxbarnattwenty9.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/Fox-Barn-at-Twenty9-Weddings-Events-314883575907014","http://www.instagram.com/foxbarn.specialevents","N/A","https://www.theknot.com/marketplace/fox-barn-at-twenty9-malvern-pa-2041145","wedding-reception-venues","Chester, PA"
"The Stone Barn","Up to 200","n/a","N/A","N/A","N/A","+1(610) 347-2414","info@thestonebarn.com","http://www.thestonebarn.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/pages/the-stone-barn/132597986772267","http://www.instagram.com/thestonebarn","N/A","https://www.theknot.com/marketplace/the-stone-barn-kennett-square-pa-761383","wedding-reception-venues","Chester, PA"
"Reinhart's Barn Weddings","Up to 200","n/a","N/A","N/A","N/A","+1(610) 488-6850","N/A","N/A","https://www.facebook.com/reinhartsbarnweddings","N/A","N/A","https://www.theknot.com/marketplace/reinharts-barn-weddings-bernville-pa-2083174","wedding-reception-venues","Chester, PA"
"Yards Brewing Company","Up to 150","n/a","N/A","N/A","N/A","+1(215) 525-0175","events@yardsbrewing.com","https://yardsbrewing.com/pages/private-events/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","www.facebook.com/YardsBrewing","N/A","N/A","https://www.theknot.com/marketplace/yards-brewing-company-philadelphia-pa-539499","wedding-reception-venues","Chester, PA"
"Bartram's Garden","Up to 300","n/a","N/A","N/A","N/A","+1(215) 936-5791","events@jhollandergourmet.com","http://bartramsgarden.jhollandergourmet.com/","https://www.facebook.com/JHollanderGourmet","http://www.instagram.com/https://www.instagram.com/jh_weddings/","http://www.pinterest.com/https://www.pinterest.com/jamiehollander","https://www.theknot.com/marketplace/bartrams-garden-philadelphia-pa-393596","wedding-reception-venues","Chester, PA"
"Crossing Vineyards & Winery","Up to 200","n/a","N/A","N/A","N/A","+1(215) 493-6500,8027","crossing-vineyards-winery-inc-d3bccb41eefb-the-knot@email-api.perfectvenue.com","http://www.crossingvineyards.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/crossingvineyards","http://www.instagram.com/#crossingvineyards","N/A","https://www.theknot.com/marketplace/crossing-vineyards-and-winery-newtown-pa-113711","wedding-reception-venues","Chester, PA"
"The Bank St Annex","Up to 200","n/a","N/A","N/A","N/A","+1(610) 253-0515","info@bankstannex.com","http://www.bankstannex.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/pages/the-bank-st-annex/263949800314007","N/A","N/A","https://www.theknot.com/marketplace/the-bank-st-annex-easton-pa-535458","wedding-reception-venues","Chester, PA"
"James A. Michener Art Museum - PA","Up to 200","n/a","N/A","N/A","N/A","+1(215) 499-5078","kellyc@cbdevents.com","https://www.michenerartmuseum.org/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","N/A","N/A","N/A","https://www.theknot.com/marketplace/james-a-michener-art-museum-pa-doylestown-pa-965310","wedding-reception-venues","Chester, PA"
"Neighborhood House","Up to 150","n/a","N/A","N/A","N/A","+1(215) 922-1695,23","rrebel@christchurchphila.org","http://www.neighborhood-house.com/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/christchurchneighborhoodhouse/","http://www.instagram.com/ccneighborhoodhouse","N/A","https://www.theknot.com/marketplace/neighborhood-house-philadelphia-pa-962296","wedding-reception-venues","Chester, PA"
"The Inn at Villanova University","Up to 250","n/a","N/A","N/A","N/A","+1(610) 581-3139","jamie.ritter@villanova.edu","https://theinnatvillanova.com/plan-your-event/weddings?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/theinnatvu/","http://www.instagram.com/TheInnatVU","N/A","https://www.theknot.com/marketplace/the-inn-at-villanova-university-radnor-pa-359571","wedding-reception-venues","Chester, PA"
"The Manor House at Springton Manor Farm","Up to 250","n/a","N/A","N/A","N/A","+1(610) 889-0477","rebecca@queenofheartscatering.com","http://springtonmanorfarm.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/SpringtonManor/","http://www.instagram.com/springtonmanorfarm","http://www.pinterest.com/SMManorHouse","https://www.theknot.com/marketplace/the-manor-house-at-springton-manor-farm-glenmoore-pa-820257","wedding-reception-venues","Chester, PA"
"HOTEL DU PONT","Up to 300","n/a","N/A","N/A","N/A","+1(302) 594-3100","sengelquist@hoteldupont.com","https://www.hoteldupont.com/weddings?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/hoteldupont/","http://www.instagram.com/hotel_dupont","N/A","https://www.theknot.com/marketplace/hotel-du-pont-wilmington-de-253042","wedding-reception-venues","Chester, PA"
"Historical Society of Pennsylvania","N/A","n/a","N/A","N/A","N/A","+112158669500","danielle.shields@cbdevents.com","https://www.portal.hsp.org/eventrentals?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","N/A","N/A","N/A","https://www.theknot.com/marketplace/historical-society-of-pennsylvania-philadelphia-pa-2088924","wedding-reception-venues","Chester, PA"
"Brandywine Museum of Art","Up to 150","n/a","N/A","N/A","N/A","+1(610) 388-8112","rbucci@brandywine.org","http://www.brandywine.org/museum/entertaining/weddings-private-events?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/brandywinemuseum/","http://www.instagram.com/https://www.instagram.com/brandywinemuseum/","N/A","https://www.theknot.com/marketplace/brandywine-museum-of-art-chadds-ford-pa-541109","wedding-reception-venues","Chester, PA"
"Triple Crown","Up to 250","n/a","N/A","N/A","N/A","+116106325000","info@triplecrownradnor.com","http://www.triplecrownradnor.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/profile.php?id=61555392736434","http://www.instagram.com/https://www.instagram.com/triplecrownradnor","N/A","https://www.theknot.com/marketplace/triple-crown-st-davids-pa-2081880","wedding-reception-venues","Chester, PA"
"Platform Thirty","Up to 200","n/a","N/A","N/A","N/A","+1(215) 508-3000","lisa@platformthirty.com","http://www.platformthirty.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/PlatformThirtyatBeatStreetStation","http://www.instagram.com/platformthirty","N/A","https://www.theknot.com/marketplace/platform-thirty-philadelphia-pa-264044","wedding-reception-venues","Chester, PA"
"Loft on Passyunk","Up to 150","n/a","N/A","N/A","N/A","+1(215) 467-1683","events@loftonpassyunk.com","http://www.loftonpassyunk.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","N/A","http://www.instagram.com/loftonpassyunkphl","N/A","https://www.theknot.com/marketplace/loft-on-passyunk-philadelphia-pa-2043872","wedding-reception-venues","Chester, PA"
"The Ridley House and Heritage Ballrooms","300+","n/a","N/A","N/A","N/A","+1(610) 522-5400","patrick@ridleyhousepa.com","https://letterkennyhospitalitygroup.tripleseat.com/party_request/15993?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/p/The-Ridley-House-100064161366256/","http://www.instagram.com/theridleyhouse","N/A","https://www.theknot.com/marketplace/the-ridley-house-and-heritage-ballrooms-holmes-pa-2067604","wedding-reception-venues","Chester, PA"
"Green Valley Country Club","300+","n/a","N/A","N/A","N/A","+1(484) 567-2703","trish.agnew@greenvalleycc.org","http://www.greenvalleycc.org?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","http://www.facebook.com/pages/green-valley-country-club-weddings-events/167429449960664#!/pages/green-valley-country-club-weddings-events/167429449960664","N/A","N/A","https://www.theknot.com/marketplace/green-valley-country-club-lafayette-hill-pa-886145","wedding-reception-venues","Chester, PA"
"GoggleWorks Center for the Arts","Up to 200","n/a","N/A","N/A","N/A","+1(610) 374-4600,115","mpendleton@goggleworks.org","http://www.goggleworks.org?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","N/A","N/A","N/A","https://www.theknot.com/marketplace/goggleworks-center-for-the-arts-reading-pa-370918","wedding-reception-venues","Chester, PA"
"Doylestown Inn","Up to 100","n/a","N/A","N/A","N/A","+1(215) 345-6610","thehatteryevents@gmail.com","https://www.hatterydoylestown.com/happenings/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","N/A","N/A","N/A","https://www.theknot.com/marketplace/doylestown-inn-doylestown-pa-2061233","wedding-reception-venues","Chester, PA"
"Stella of New Hope","Up to 150","n/a","N/A","N/A","N/A","+1(267) 810-2420","zachary.artz@stellanewhope.com","https://stellanewhope.com/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","N/A","N/A","N/A","https://www.theknot.com/marketplace/stella-of-new-hope-new-hope-pa-2046267","wedding-reception-venues","Chester, PA"
"Anthony's at Paxon Hollow Country Club","Up to 300","n/a","N/A","N/A","N/A","+1(610) 353-0220,3","anthonysatpaxonhollow@gmail.com","http://www.anthonysatpaxon.com/banquets.html?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/anthonysatpaxonhollow","http://www.instagram.com/anthonysatpaxonhollow","N/A","https://www.theknot.com/marketplace/anthonys-at-paxon-hollow-country-club-broomall-pa-695731","wedding-reception-venues","Chester, PA"
"Cornerstone Bed and Breakfast","Up to 50","n/a","N/A","N/A","N/A","+1(215) 387-6065","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/cornerstone-bed-and-breakfast-philadelphia-pa-2079644","wedding-reception-venues","Chester, PA"
"Peddler's Village","Up to 200","n/a","N/A","N/A","N/A","+1(215) 794-4078","alipcsey@peddlersvillage.com, jenwagner325@comcast.net","http://www.peddlersvillage.com/weddings","http://www.facebook.com/pages/Peddlers-Village/127854415023","http://www.instagram.com/peddlersvillage","N/A","https://www.theknot.com/marketplace/peddlers-village-lahaska-pa-556997","wedding-reception-venues","Chester, PA"
"General Warren","Up to 100","n/a","N/A","N/A","N/A","+1(610) 296-3637","info@generalwarren.com","http://www.generalwarren.com/intimate-wedding-location-pennsylvania.php?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","N/A","N/A","N/A","https://www.theknot.com/marketplace/general-warren-malvern-pa-747270","wedding-reception-venues","Chester, PA"
"Location215","N/A","n/a","N/A","N/A","N/A","+1(516) 382-0751","N/A","N/A","https://www.facebook.com/location215philly","http://www.instagram.com/location215","N/A","https://www.theknot.com/marketplace/location215-philadelphia-pa-2009414","wedding-reception-venues","Chester, PA"
"OldeStone Steakhouse","Up to 150","n/a","N/A","N/A","N/A","+1(215) 862-7044","osc@oscnewhope.com","https://www.oldestonenewhope.com/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/Oldestonenewhope/","http://www.instagram.com/oldestonesteakhouse/","N/A","https://www.theknot.com/marketplace/oldestone-steakhouse-new-hope-pa-2028421","wedding-reception-venues","Chester, PA"
"The Fillmore Philadelphia","300+","n/a","N/A","N/A","N/A","+1(215) 282-3414","genevieveonorato@livenation.com","http://www.thefillmorephilly.com/events?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/FillmorePhilly/","http://www.instagram.com/fillmorephilly","N/A","https://www.theknot.com/marketplace/the-fillmore-philadelphia-philadelphia-pa-1085583","wedding-reception-venues","Chester, PA"
"Union Trust","Up to 200","n/a","N/A","N/A","N/A","+1(215) 627-5100","chelsea@finleycatering.com","https://finleycatering.com/venues/union-trust/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/finleycatering/","http://www.instagram.com/finleycatering","N/A","https://www.theknot.com/marketplace/union-trust-philadelphia-pa-1038372","wedding-reception-venues","Chester, PA"
"Coyote Crossing","Up to 300","n/a","N/A","N/A","N/A","+1(610) 761-5320","gabbycoyotecrossing@hotmail.com","http://coyotecrossing.com/catering-conshohocken/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/coyotecrossingconshohocken/","http://www.instagram.com/coyote_crossing","N/A","https://www.theknot.com/marketplace/coyote-crossing-conshohocken-pa-2052642","wedding-reception-venues","Chester, PA"
"Crystal Tea Room","300+","n/a","N/A","N/A","N/A","+1(215) 627-5100","drose@finleycatering.com","http://finleycatering.com/locations/crystal-tea-room?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/finleycatering/","http://www.instagram.com/finleycatering","N/A","https://www.theknot.com/marketplace/crystal-tea-room-philadelphia-pa-1038370","wedding-reception-venues","Chester, PA"
"Lambertville Station Inn","Up to 200","n/a","N/A","N/A","N/A","+1(609) 397-8300,506","Marielle@LambertvilleStation.com, brittany@lambertvillestation.com","http://www.lambertvillestation.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/thelambertvillestationrestaurantandinn","http://www.instagram.com/lambertvillestation","http://www.pinterest.com/LvilleStation","https://www.theknot.com/marketplace/lambertville-station-inn-lambertville-nj-217940","wedding-reception-venues","Chester, PA"
"La Luna Banquet Hall","Up to 250","n/a","N/A","N/A","N/A","+1(215) 633-8395","info@LaLunaBanquetHall.com, info@lalunabanquethall.com","http://www.LaLunaBanquetHall.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/lalunabanquethallpa","http://www.instagram.com/lalunabanquet","N/A","https://www.theknot.com/marketplace/la-luna-banquet-hall-bensalem-pa-548588","wedding-reception-venues","Chester, PA"
"Lochwood Manor","Up to 200","n/a","N/A","N/A","N/A","+1(267) 495-0250","info@lochwoodmanor.com","https://lochwoodmanor.com/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/profile.php?id=61556455903327","http://www.instagram.com/lochwoodmanor","N/A","https://www.theknot.com/marketplace/lochwood-manor-skippack-pa-2089300","wedding-reception-venues","Chester, PA"
"The Bucks Club","Up to 200","n/a","N/A","N/A","N/A","+1(215) 343-0350,105","Events@thebucksclub.com","http://www.thebucksclub.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/thebucksclub","http://www.instagram.com/thebucksclub","N/A","https://www.theknot.com/marketplace/the-bucks-club-jamison-pa-663417","wedding-reception-venues","Chester, PA"
"The 1912 Club","Up to 300","n/a","N/A","N/A","N/A","+1(610) 272-4050","mhamilton@the1912club.com","https://the1912club.com/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","N/A","http://www.instagram.com/the1912club","N/A","https://www.theknot.com/marketplace/the-1912-club-plymouth-meeting-pa-449788","wedding-reception-venues","Chester, PA"
"Hilton Philadelphia at Penn's Landing","300+","n/a","N/A","N/A","N/A","+112155216500","ndinsfriend@pyramidglobal.com","https://www.hilton.com/en/hotels/phlpnhh-hilton-philadelphia-at-penns-landing/","https://www.facebook.com/hiltonphiladelphiaatpennslanding","http://www.instagram.com/hiltonpennslanding","N/A","https://www.theknot.com/marketplace/hilton-philadelphia-at-penns-landing-philadelphia-pa-889835","wedding-reception-venues","Chester, PA"
"Valley Forge Casino Resort","300+","n/a","N/A","N/A","N/A","+1(610) 768-3185","vfweddings@boydgaming.com","https://www.vfcasino.com/weddings?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/vfcasinoresort/","http://www.instagram.com/vfcasinoresort","http://www.pinterest.com/vfcasinoresort","https://www.theknot.com/marketplace/valley-forge-casino-resort-king-of-prussia-pa-889636","wedding-reception-venues","Chester, PA"
"The Notary Hotel, Philadelphia, Autograph Collection","Up to 200","n/a","N/A","N/A","N/A","+1(215) 445-1312","daniel.sabatano@marriott.com","https://www.marriott.com/hotels/event-planning/wedding-planning/phlak-the-notary-hotel-autograph-collection/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/notaryhotel/","http://www.instagram.com/@thenotaryhotel","N/A","https://www.theknot.com/marketplace/the-notary-hotel-philadelphia-autograph-collection-philadelphia-pa-825473","wedding-reception-venues","Chester, PA"
"PineCrest Country Club","Up to 250","n/a","N/A","N/A","N/A","+1(215) 855-4113,1","banquetmanager@pcrestcc.com","https://pcrestcc.com/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","http://www.facebook.com/pinecrestcountryclub#!/pinecrestcountryclub","http://www.instagram.com/pinecrestcountry/","http://www.pinterest.com/pcrestcc/","https://www.theknot.com/marketplace/pinecrest-country-club-lansdale-pa-362954","wedding-reception-venues","Chester, PA"
"The Loft At Sweet Water Country Club","Up to 150","n/a","N/A","N/A","N/A","+1(215) 679-8111","Info@golfsweetwater.com","http://www.theloftatsweetwater.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/TappedOutSW","N/A","N/A","https://www.theknot.com/marketplace/the-loft-at-sweet-water-country-club-pennsburg-pa-221994","wedding-reception-venues","Chester, PA"
"Independence Seaport Museum","Up to 300","n/a","N/A","N/A","N/A","+1(215) 413-8615","tharris@phillyseaport.org","http://www.phillyseaport.org?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/phillyseaport","http://www.instagram.com/@phillyseaport","N/A","https://www.theknot.com/marketplace/independence-seaport-museum-philadelphia-pa-2030302","wedding-reception-venues","Chester, PA"
"Jeffersonville Golf Club","Up to 200","n/a","N/A","N/A","N/A","+1(215) 530-2035","jbennett@jeffersonvillegolfclub.org","http://www.jeffersonvillegolfclub.org/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","http://www.facebook.com/JeffersonvilleGC","http://www.instagram.com/jeffersonvillegolf","N/A","https://www.theknot.com/marketplace/jeffersonville-golf-club-norristown-pa-285463","wedding-reception-venues","Chester, PA"
"Bala Golf Club","Up to 200","n/a","N/A","N/A","N/A","+1(215) 220-0746","sam@balagolfclub.com","http://balagolfclub.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/balagolfclub","http://www.instagram.com/balagc","N/A","https://www.theknot.com/marketplace/bala-golf-club-philadelphia-pa-2086258","wedding-reception-venues","Chester, PA"
"Renaissance Allentown Hotel","Up to 250","n/a","N/A","N/A","N/A","+1(484) 273-4018","asalloum@renaissanceallentown.com","http://www.renaissanceallentown.com/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/renaissanceallentown","http://www.instagram.com/renaissanceallentown/","N/A","https://www.theknot.com/marketplace/renaissance-allentown-hotel-allentown-pa-1069614","wedding-reception-venues","Chester, PA"
"Graeme Park","Up to 250","n/a","N/A","N/A","N/A","+1(215) 915-9453","graemeparkweddings@gmail.com","http://www.graemepark.org?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","http://GraemeParkHorsham","http://www.instagram.com/GraemePark1722","http://www.pinterest.com/GraemePark1722","https://www.theknot.com/marketplace/graeme-park-horsham-pa-962149","wedding-reception-venues","Chester, PA"
"Founder’s Hall at Girard College","N/A","n/a","N/A","N/A","N/A","+1(215) 787-4463","N/A","N/A","https://www.facebook.com/girardcollege/","http://www.instagram.com/GirardCollege","N/A","https://www.theknot.com/marketplace/founders-hall-at-girard-college-philadelphia-pa-2087159","wedding-reception-venues","Chester, PA"
